,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
971,37,38,123,0,133.1,0,1,1,0,1,1,0,0,9147
972,37,37,118,0,133.1,0,19,0,0,0,1,0,0,9119
973,37,37,100,0,110,0,1,0,0,1,1,15.5,1,9853
974,37,19,151.1,0,170,0,1,0,0,1,1,11.125,1,9991
976,38,38,106,0,133.1,0,19,1,0,1,1,12.66666667,1,9500
977,19,19,127.1,0,139,1,1,0,0,1,1,13.25,1,9085
978,19,37,155.5,0,133.1,0,19,1,1,0,1,14.66666667,0,9991
979,1,38,101,0,133.1,0,1,0,0,1,1,12.25,1,9003
980,35,35,128.2,0,120,0,6,1,0,1,1,10.5,0,9119
982,1,38,122.8,0,134,0,1,0,0,1,1,12.5,1,9773
984,1,1,116.5,0,128,0,1,0,0,1,1,16,0,9147
985,19,19,142,0,154,0,1,0,0,1,1,13.71428571,1,9500
986,1,1,150,0,150,0,4,0,0,1,1,15.8,1,9003
987,1,1,133.3,0,134,0,1,1,0,1,1,0,0,9070
988,2,2,115.8,0,127,0,1,1,0,1,1,10,0,9238
989,19,38,100,0,133.1,0,1,1,1,0,1,13.5,0,9085
990,1,3,128.6,0,130,0,1,1,0,1,0,16.32727273,1,9500
991,3,3,137.1,0,135,0,1,1,0,1,0,14.8,1,9130
992,1,3,149,0,143,0,1,1,0,1,0,11,0,9773
993,3,19,147,0,150,0,39,1,0,1,0,13.5,1,9238
994,37,37,150,0,150,0,3,0,0,1,0,14.6,1,9238
995,37,37,103.5,0,130,1,1,0,0,1,0,14.33333333,1,8014
998,1,19,109.4,0,115,0,1,1,0,1,0,13.4,1,9254
999,34,34,143.6,0,146,0,1,1,0,1,0,13,0,9070
1000,38,1,124.3,1,132,0,1,0,0,1,0,0,0,9070
1001,19,38,119.5,0,116,0,1,1,0,0,0,0,0,9670
1002,3,4,175.6,0,163,0,1,1,0,1,0,0,1,171
1003,19,19,116.1,0,122,1,1,1,0,1,0,11,1,9147
1004,1,3,126.6,0,136,0,1,1,0,1,0,17.42857143,0,9238
1005,3,19,130.8,0,142,0,1,1,0,1,0,12,1,9085
1006,37,37,133.5,0,139,1,1,1,0,1,0,15.22857143,1,9500
1007,37,37,136.9,0,140,0,42,1,0,1,0,13.22222222,1,9238
1008,19,37,142.3,0,165,1,1,0,0,1,0,14.42857143,1,9500
1009,1,38,114.3,0,122,0,1,1,0,1,0,13.71428571,1,9670
1010,19,19,122.9,0,135,0,1,1,0,1,0,13.19333333,1,9500
1011,19,1,117.2,0,128,0,1,1,0,1,0,12.4125,1,9500
1012,1,38,152,0,139,1,1,0,0,1,0,12,1,9147
1013,19,1,122.2,0,125,0,1,1,0,1,0,0,0,9773
1014,37,38,101.7,0,102,1,1,1,0,1,0,11.6,1,9147
1015,19,19,119.9,0,116,0,1,1,0,1,0,12.33333333,1,9254
1016,37,1,123.7,0,138,1,1,1,1,1,0,0,0,9147
1017,3,1,121.8,0,135,1,1,0,0,1,0,12.90909091,1,9070
1018,19,37,106.1,1,110,1,1,1,1,0,0,0,0,9670
1019,1,1,124.3,0,132,1,1,1,1,1,0,12.28571429,1,9773
1020,1,38,124.3,0,126,1,1,1,0,1,0,12.98125,1,9500
1021,19,1,117.4,0,117.4,0,39,1,0,1,0,11.2,1,9147
1022,41,3,112.7,0,120,0,1,0,0,1,0,11.68,1,9500
1023,38,38,123.7,0,116,0,1,0,0,1,0,13.5,1,9070
1024,38,38,105.8,0,111,0,1,1,0,1,0,12.85714286,1,9853
1025,1,19,124.2,0,128,0,1,0,0,0,0,10.5,0,9085
1026,30,19,122.3,0,123,0,1,0,0,1,0,11.8,1,9085
1027,19,37,123.7,0,131,1,1,0,0,1,0,12.2,1,9254
1028,19,19,129.8,0,135,0,1,1,0,1,0,14.875,1,9500
1029,1,1,123.8,0,136,1,1,1,0,1,0,13.31428571,1,9500
1030,1,19,126.4,0,132,1,1,1,0,1,0,10.5,1,9147
1032,37,37,138.4,0,144,0,1,0,0,1,0,14.14285714,1,9773
1033,1,37,118.2,0,129,1,1,1,0,1,0,15.57142857,1,9085
1034,38,19,121.7,0,136,0,1,1,0,1,0,0,0,9070
1036,1,38,119.8,0,125,0,1,0,0,1,0,0,0,9238
1037,1,3,164.9,0,154,0,1,0,0,1,0,13.16666667,1,9238
1038,1,38,100,0,100,1,1,1,0,1,0,12.83333333,1,9085
1040,1,19,120.4,0,126,0,1,1,0,1,0,10.4,1,9070
1041,37,37,117.8,0,124,1,1,0,0,1,0,12.79142857,1,9500
1042,37,37,110,0,150,0,1,0,0,1,0,11.2,1,9670
1043,38,38,128.8,0,133,1,1,1,0,1,0,12.43142857,1,9500
1044,19,19,116.6,0,126,0,1,1,0,1,0,12.2,1,9254
1045,1,19,120,0,120,0,40,0,0,1,0,0,0,9991
1046,3,38,157.5,0,175,0,1,1,0,1,0,13.16666667,0,9773
1047,2,1,136.3,0,141,0,1,1,0,1,0,14.1,1,9500
1048,1,19,121.5,0,133,1,1,1,0,1,0,12.94285714,1,9500
1049,38,38,133.9,0,143,0,1,0,0,1,0,16.0875,1,9500
1050,1,38,136.8,0,141,1,1,1,0,1,0,0,1,171
1051,19,37,133.5,0,134,0,1,1,0,1,0,15.1,1,9500
1052,3,3,130,0,138,0,1,1,0,1,0,15.2,0,9500
1053,3,3,140,0,140,0,39,1,0,1,0,13,1,9085
1054,37,37,132.7,0,142,1,1,1,0,1,0,15.8625,1,9500
1055,19,19,117.8,0,118,1,1,0,0,1,0,14.67142857,1,9500
1056,1,37,126.1,0,131,1,1,1,0,1,0,12.24285714,0,9500
1057,1,38,120,0,130,0,1,0,0,1,0,14.56666667,1,9500
1058,1,19,100,0,133.1,0,12,1,1,0,0,11.25,0,9670
1059,19,19,116.8,0,130,0,1,0,0,1,0,12.68571429,1,9500
1060,1,19,128.3,0,130,0,42,0,1,0,0,13.25,0,9238
1061,19,19,117,0,133.1,0,1,0,0,1,0,0,0,9070
1062,37,11,131.5,0,130,0,1,0,0,1,0,11.16666667,1,8014
1063,19,1,134.8,0,149,0,1,0,0,1,0,14.445,1,9500
1065,19,1,130,0,130,0,40,1,1,0,0,14.625,0,8014
1066,38,37,127.5,0,145,1,1,1,0,1,0,13.41666667,1,9500
1067,37,38,123,0,130,0,1,0,0,1,0,11.4,1,9147
1068,1,19,100,0,128,0,1,1,0,1,0,14.8125,1,9500
1069,19,19,114.2,0,111,0,1,1,0,1,0,12.8,1,9670
1070,1,1,123.5,0,140,1,1,1,0,1,0,14.75,1,9500
1071,19,19,144.3,0,140,1,39,1,0,1,0,14.33333333,1,9238
1073,3,3,161.9,0,151,0,1,0,0,1,0,14.85714286,1,9085
1074,37,37,135.9,0,132,0,1,0,0,1,0,13,1,9238
1075,19,19,110.1,0,116,0,1,1,0,1,0,12,1,9773
1076,19,38,122.5,0,120,0,1,0,0,0,0,12,0,9853
1077,37,37,138.1,0,158,0,1,1,0,1,0,14,0,9254
1078,3,1,117.3,0,116,0,1,1,1,1,0,0,0,171
1079,1,37,106.8,0,112,1,1,1,0,1,0,13.61428571,1,9500
1080,1,19,120.1,1,126,1,1,0,0,1,0,12.66666667,1,9070
1081,19,19,116.5,0,120,1,1,1,0,1,0,11,1,9254
1083,1,19,139.7,0,153,1,1,1,0,1,0,14.85714286,1,9853
1084,19,1,123.7,0,124,1,1,1,0,1,0,12.625,1,9070
1085,3,1,116.5,0,127,0,1,0,0,1,0,0,0,9130
1086,12,38,122.2,0,126,1,1,0,0,1,0,13.66666667,1,9670
1087,38,19,146,0,133.1,0,1,0,1,1,0,13.16666667,1,9773
1090,1,1,123.8,0,130,0,1,0,0,1,0,12,1,9130
1091,19,19,120,0,127,0,1,0,0,1,0,0,0,9773
1092,37,38,126.9,0,143,0,1,1,0,1,0,11.66666667,1,9238
1093,19,19,121.3,0,130,0,1,1,0,1,0,11.57142857,0,9773
1094,19,1,129,0,136,1,1,1,0,1,0,12.55,1,9500
1095,37,37,114.9,0,125,0,1,1,1,0,0,10.66666667,0,9853
1096,12,3,106.5,0,110,0,3,1,1,0,0,0,0,9670
1097,37,38,133.9,0,130,0,1,1,0,1,0,11.25,1,9254
1098,1,4,124.9,0,135,1,1,0,0,1,0,12.83333333,1,9773
1099,19,37,128.5,0,133,1,1,1,0,1,0,14.07125,1,9500
1100,19,19,126.2,0,122,0,6,1,0,1,0,13.2,0,9085
1101,19,19,121.7,0,122,0,1,1,0,0,0,0,0,9130
1104,19,19,120.3,0,128,0,1,1,0,1,0,11.6,1,9238
1105,37,38,127.8,0,139,0,1,1,0,1,0,0,0,171
1106,34,34,123.3,0,124,1,1,1,0,1,0,14.90142857,0,9500
1107,38,19,126.3,0,135,1,1,1,1,1,0,12.44555556,1,9500
1108,19,37,128.2,0,110,0,42,0,0,0,0,10.6,0,9991
1109,19,36,134.9,0,138,0,1,1,0,1,0,12.66666667,1,9085
1110,38,38,140,0,140,0,39,0,0,1,0,12.66666667,1,9003
1111,1,19,115.5,0,126,1,1,1,0,1,0,13.32857143,1,9500
1114,19,19,136.6,0,145,1,1,0,0,1,0,14.05142857,1,9500
1115,38,37,119.3,0,124,0,1,1,0,1,0,13.11625,1,9500
1116,3,38,152,0,160,0,1,1,0,0,0,0,0,9070
1117,38,19,144.3,0,138,0,1,0,0,1,0,13.57142857,1,9500
1119,19,38,129.5,0,127,1,1,1,0,1,0,12.33333333,1,9500
1121,1,1,105.4,0,111,0,1,0,0,1,0,13.2,1,9670
1122,1,19,136,0,100,0,1,1,0,1,0,13.49375,1,9500
1123,37,38,160,0,160,1,39,0,1,1,0,13,1,9003
1124,38,37,139.1,0,152,1,1,0,0,1,0,13.5,1,9773
1125,37,38,126.9,0,144,1,1,0,0,1,0,13,1,9670
1126,3,37,184,0,133.8,0,3,0,0,1,0,16.58222222,1,9500
1127,37,38,125,0,125,1,1,1,1,0,0,11,1,9238
1128,37,37,138.5,0,150,1,1,0,0,1,0,13.6,1,9147
1129,37,38,133.5,0,143,1,1,1,0,1,0,12.11428571,1,9500
1130,19,37,141.5,0,145,1,1,1,0,1,0,13.05875,1,9500
1131,1,2,130,0,120,0,1,1,0,1,0,13.28571429,1,9500
1133,19,1,145,0,145,1,1,0,0,1,0,15.1625,1,9500
1134,37,37,114.3,0,122,0,1,0,0,0,0,0,0,9254
1135,37,37,108.3,0,110,0,39,0,0,0,0,11,0,171
1136,37,38,125.2,0,136,1,1,1,0,1,0,13.625,1,9070
1137,1,38,131.7,0,145,1,1,1,0,1,0,11.66666667,0,9254
1138,38,37,126.3,0,141,0,1,1,0,1,0,13.29714286,1,9500
1139,19,19,147.6,0,149,0,1,1,0,1,0,14.25,1,9085
1140,38,19,125.1,0,130,0,1,1,0,1,0,12.83333333,1,9500
1142,1,1,130.8,0,128,0,1,1,0,1,0,13.75,0,9670
1143,19,19,154.1,0,152,1,1,0,1,1,0,12.57142857,1,9853
1145,19,11,103.5,0,107,0,1,1,0,1,0,12.2,1,8014
1147,19,38,100,0,141,0,1,0,0,1,0,11.4,1,9991
1149,19,19,133.8,0,148,0,1,0,0,1,0,13.48571429,1,9500
1150,12,19,118.5,1,130,1,1,0,0,1,0,11.28571429,1,9070
1151,37,37,150.3,0,145,0,1,1,0,1,0,0,0,171
1154,1,37,120.5,0,135,0,1,1,0,1,0,13.25857143,1,9500
1156,38,37,120.6,0,123,0,1,1,0,0,0,10,0,9254
1157,38,37,118.7,0,126,1,1,1,0,1,0,12.5,1,9254
1158,1,37,130.8,0,150,1,1,0,0,1,0,11.83333333,1,9773
1159,19,19,112.6,0,121,1,1,1,0,1,0,13.28571429,1,9147
1160,37,37,117.2,0,133.1,0,19,0,0,1,0,11.8,1,9991
1162,38,1,131.8,0,139,0,1,1,0,1,0,14.65285714,1,9500
1163,37,37,97,0,160,1,1,0,0,1,0,11.33333333,1,8014
1164,37,37,130,0,110,0,1,0,1,0,0,0,0,9500
1165,19,37,148,0,140,0,40,0,0,1,0,14.75,1,8014
1166,3,37,103.4,0,130,0,3,0,0,1,0,11.14285714,0,9147
1167,19,19,127.1,0,132,0,1,0,0,1,1,13,1,9773
1168,3,1,124,0,139,1,1,1,0,1,0,13.85714286,0,9773
1169,19,37,121.4,0,135,0,1,0,0,1,1,11.75,1,9670
1170,38,19,118.1,0,117,0,1,0,0,1,1,13.2,1,9147
1171,1,19,121.3,0,137,1,1,1,0,1,1,15.07,1,9500
1172,34,34,119.5,0,144,0,1,0,0,1,1,12,0,9119
1174,1,37,130.2,0,140,0,1,1,0,1,1,12.6,1,9670
1175,19,1,130,0,130,0,1,1,0,1,1,11.25,0,9254
1176,37,37,126.9,0,130,0,1,1,0,1,0,12.16666667,1,9238
1177,2,1,168.5,0,152,0,1,1,0,1,1,14.2,1,9070
1178,37,37,130,0,133.1,0,1,0,1,1,0,10,0,9500
1179,38,37,122.8,0,140,1,1,0,0,1,0,12.5125,1,9556
1180,37,37,110,0,133.1,0,1,0,0,1,0,12.33333333,0,9500
1181,1,1,127.1,0,140,0,1,1,0,1,0,10.5,1,9085
1182,19,19,108.5,0,133.1,0,1,1,0,1,0,11.9,1,9500
1183,19,38,138.2,0,140,0,42,0,1,0,0,13.2,0,9085
1185,19,19,124.5,0,135,1,1,0,0,1,0,12.28571429,1,9238
1187,37,37,132.3,0,140,0,1,1,0,1,0,11,0,9147
1188,19,1,120.7,0,128,0,1,1,1,1,0,11.5,1,9254
1189,1,19,132.6,0,141,1,1,0,0,1,0,13.14285714,1,9670
1190,34,34,140,0,140,0,3,0,0,1,0,0,0,9130
1191,1,1,124.5,0,139,0,1,1,0,1,0,12.04142857,1,9500
1192,19,19,142,0,142,1,1,1,0,1,0,0,1,171
1193,1,1,130,0,130,0,40,0,0,1,0,14.58333333,1,9254
1194,38,37,144,0,130,0,1,0,0,1,0,15.30769231,1,9003
1196,37,2,140,0,140,0,3,0,0,0,0,0,0,9070
1197,1,37,113.9,0,120,0,1,1,0,1,0,10.33333333,0,9853
1198,1,19,137.2,0,147,0,1,0,0,0,0,15.16666667,1,9238
1199,1,19,140,0,140,0,40,1,0,1,0,16.375,1,9085
1200,1,19,152.3,0,161,0,1,0,0,1,0,14.71428571,1,9130
1201,37,37,112.5,0,133.1,0,19,0,0,1,0,12.16666667,1,8014
1202,19,37,101,0,150,0,1,0,1,0,0,14.8,0,9147
1203,1,38,112.3,0,113,1,1,1,1,1,0,11.75,1,9238
1204,34,34,114,0,140,0,1,1,0,0,0,0,0,9238
1205,38,38,130,0,130,0,3,0,0,1,0,13.625,1,9147
1206,37,34,121.5,0,120,0,1,0,1,1,0,12.33333333,1,9500
1208,37,38,130,0,130,0,3,0,0,0,0,0,0,8014
1209,37,37,125.7,0,120,0,1,0,1,0,0,10.5,0,9003
1210,37,37,128,0,140,0,1,1,0,0,0,0,0,9556
1212,38,1,120,0,133.1,1,19,0,0,1,0,13.63,1,9500
1213,37,37,117.8,0,130,0,1,1,0,1,0,11.5,1,9670
1215,3,38,169.7,0,176,1,1,0,0,1,0,16.37777778,1,9500
1216,19,19,117.7,0,124,0,1,1,0,1,0,12,1,9238
1217,19,37,121.8,0,120,0,39,1,0,1,0,13.28571429,1,8014
1218,1,1,128.3,0,140,0,1,1,0,1,0,12.76428571,1,9500
1219,19,38,132.2,0,143,1,1,1,0,1,0,12.16666667,1,9147
1220,39,1,134.3,0,136,0,1,1,1,1,0,0,0,171
1221,19,1,123.4,0,132,1,1,0,0,1,0,15.68333333,1,9500
1222,19,39,121.7,0,133.1,0,19,0,1,0,0,0,0,9991
1223,1,19,130,0,100,1,19,0,1,1,0,12.5,1,8014
1224,19,38,126.5,0,137,1,1,1,0,1,0,13.57625,1,9500
1225,38,38,159.7,0,153,1,1,1,0,1,0,15.83333333,1,9238
1226,9,19,151.3,0,160,0,1,0,0,1,0,11.6,1,9147
1227,38,38,138,0,145,0,1,1,0,1,0,12,1,9238
1228,38,38,126.5,0,137,0,1,1,0,1,0,13.76375,1,9500
1230,19,38,112.3,0,120,1,1,0,0,1,0,12.2,1,9238
1231,1,19,127.3,0,122,0,1,1,1,1,0,11.66666667,1,9238
1232,19,38,130,0,130,0,3,1,0,1,0,14.35714286,1,9500
1233,3,1,115,0,133.1,0,1,1,0,1,0,12.66666667,1,9773
1234,1,37,131.5,0,150,0,1,1,0,1,0,13.92571429,1,9500
1235,19,38,125.7,0,133.1,0,1,0,0,1,0,11,0,9991
1236,1,37,126.8,0,141,0,1,1,0,1,0,13.74444444,1,9500
1237,1,37,132.4,0,146,0,1,1,0,1,1,0,0,9119
1238,38,37,150,0,150,0,39,1,0,1,1,13.2,1,9003
1239,3,1,95,0,133.1,0,1,0,0,1,1,0,0,9670
1240,37,37,128.2,0,120,0,1,0,0,0,1,11,0,9991
1241,19,19,130,0,150,0,1,0,0,0,1,11.66666667,0,9130
1243,19,3,159.9,0,140,0,39,1,0,1,0,13,1,9085
1244,37,37,100,0,140,0,1,0,0,0,0,10,0,9991
1245,37,37,116.5,0,133.1,0,1,0,0,1,0,13,0,9853
1246,19,19,120,0,128,1,1,0,0,1,0,12.83333333,1,9238
1247,19,19,117,0,117,0,1,1,1,1,0,0,0,9238
1249,38,37,118.1,0,124,0,1,1,0,0,0,11.8,0,9853
1250,19,39,153.5,0,158,0,1,1,0,1,0,16,1,9254
1251,38,37,127.9,0,137,0,1,1,0,1,0,12.85714286,1,9773
1252,38,38,118.8,1,123,1,1,1,0,1,0,12.33333333,1,9670
1253,38,38,126.7,0,126,0,1,1,0,1,0,11.33333333,1,9238
1255,3,1,110,0,133.1,1,1,1,0,1,0,10,0,9130
1256,19,38,115,0,115,0,1,1,0,1,0,12.85714286,1,9238
1257,38,37,119,0,132,0,1,1,0,1,0,13.8,1,9556
1258,1,37,121.8,0,132,1,1,1,0,1,0,13.6,1,9500
1259,19,38,133.4,0,143,0,1,1,0,1,0,15.875,1,9085
1260,1,1,131.4,0,137,0,1,1,0,1,0,11.5,1,9238
1261,19,37,135,0,130,0,1,0,1,1,1,14,0,9119
1262,19,19,122.8,0,121,0,1,0,0,1,1,0,0,9773
1263,37,19,140,0,130,1,1,0,1,1,0,16.2,1,9853
1264,38,37,125.3,0,135,1,1,1,0,1,0,11.78571429,1,9500
1265,1,1,126.3,0,137,1,1,1,0,1,0,13.42375,1,9500
1266,38,38,100,0,100,0,1,0,0,1,0,14.16666667,1,9670
1267,19,37,121.3,0,127,1,1,1,0,1,0,12.46428571,1,9500
1269,37,37,120,0,140,0,1,0,0,1,0,0,0,9670
1271,19,38,129.7,0,131,0,1,1,0,1,0,12.4,1,9147
1272,38,37,132.1,0,151,0,1,1,0,1,0,12,0,9147
1273,37,37,120.3,0,130,0,1,0,0,1,0,0,0,9853
1274,37,37,120,0,120,0,40,0,0,1,0,12.33333333,1,9991
1275,19,19,123.1,0,136,0,1,1,0,1,0,13.5,1,9254
1276,1,19,119.4,0,125,0,1,1,0,1,0,12.66666667,1,9670
1277,37,37,140,0,133.1,0,1,0,0,0,0,11.8,0,9147
1279,19,37,113,0,120,1,1,1,0,1,0,12.625,1,9238
1280,19,19,133.9,0,143,1,1,1,0,1,1,13,1,9773
1281,38,19,115.5,0,133.1,1,1,1,0,1,1,13.02428571,1,9500
1282,1,19,116.5,0,121,0,1,1,0,0,1,0,0,9254
1283,19,19,171.2,0,168,1,1,0,0,1,1,18.57142857,1,9119
1284,19,37,119.1,0,124,1,1,0,0,1,1,11.5,1,9670
1285,19,38,121.1,0,127,0,1,1,0,1,1,12.5,0,9853
1287,19,1,132.8,0,137,0,1,0,0,1,1,11.83333333,1,9238
1288,36,37,126.7,0,120,0,1,1,0,1,1,11.5,1,9773
1289,19,19,105.8,0,110,0,1,1,0,1,1,13.77142857,1,9500
1291,38,38,140,0,143,0,1,0,0,1,1,14.28571429,1,9500
1292,1,19,120,0,120,0,39,0,0,1,1,10,0,9003
1293,4,12,119.5,0,124,0,1,1,0,1,1,17.6,1,9119
1294,1,41,153.9,0,168,0,1,0,1,0,1,0,0,9003
1295,1,1,130,0,133.1,0,19,0,0,1,1,0,0,8014
1296,34,34,107,0,150,0,1,1,0,1,1,0,0,9670
1297,37,37,132.8,0,140,0,1,0,0,1,1,12.38,0,9500
1298,2,37,127.5,0,145,0,1,1,0,1,1,11.8,1,9991
1300,1,19,122,0,123,0,1,0,0,1,1,0,0,9147
1301,3,19,114.8,0,120,0,1,1,0,0,1,0,0,9254
1302,3,3,140,0,140,0,39,0,1,1,1,0,1,171
1303,3,3,111,0,126,0,1,0,1,1,1,13.33333333,1,9670
1304,1,19,133.2,0,137,1,1,1,0,1,0,15,1,9773
1305,19,19,123,0,130,0,1,1,0,1,0,12.83333333,1,9773
1306,1,38,150,0,150,1,42,0,0,1,0,13.3,1,9003
1307,19,38,132.3,0,147,1,1,1,0,1,0,12.2,1,9147
1308,37,38,126,0,140,0,1,1,0,1,0,13.31428571,1,9500
1309,38,38,119.3,0,132,0,1,1,0,1,0,11.98857143,1,9500
1310,1,19,133.8,0,130,0,42,1,0,1,0,12.88888889,1,9147
1311,37,37,126.5,0,130,1,1,1,0,1,0,13.875,1,9085
1312,38,37,138.4,0,151,1,1,1,0,1,0,12.83333333,1,9773
1313,3,39,129,0,144,0,1,1,0,1,0,13.41111111,0,9500
1315,19,37,129.8,0,131,0,1,1,0,1,0,14.65,1,9500
1317,34,38,128.3,0,130,1,1,1,0,0,0,10.66666667,0,9773
1318,1,19,130,0,130,1,1,0,0,1,0,11,0,9254
1319,1,38,121.9,0,131,0,1,1,0,1,0,11.2,1,9853
1320,1,38,129.4,0,135,0,3,0,1,1,0,12.33333333,1,9238
1322,38,38,125.5,0,145,1,1,1,0,1,0,13.76375,1,9500
1323,38,38,117.8,0,118,1,1,1,0,1,0,12.8,1,9556
1325,37,37,139,0,152,0,1,1,0,1,0,14.33333333,1,9500
1327,34,38,137.7,0,137,0,1,1,1,0,0,0,0,9254
1328,1,1,113.6,0,123,0,1,1,0,1,0,14.62222222,1,9500
1330,19,38,128.5,0,131,1,1,0,0,1,0,13.9125,1,9556
1331,1,1,142.8,0,141,0,1,0,0,1,0,13.99444444,1,9500
1332,3,1,137.7,0,144,0,1,0,0,0,0,12,0,9130
1334,38,38,123.2,0,133,0,1,0,0,1,0,13.33333333,1,9500
1338,1,19,120,0,120,0,1,1,0,1,0,11,0,9130
1339,37,38,119.3,0,130,1,1,1,0,1,0,11.4,1,9500
1340,37,37,121,0,120,1,1,0,0,1,0,11.33333333,1,9238
1341,19,19,139.4,0,138,0,1,1,0,1,0,12.2,1,9773
1342,19,38,113.9,0,124,1,1,1,0,1,0,15,1,9085
1343,37,37,124.6,0,133,1,1,1,0,1,0,13.5,1,9853
1344,1,1,123.8,0,122,1,1,1,1,0,0,11,0,9070
1345,1,3,126.3,0,138,0,1,1,0,1,0,13.33333333,1,9085
1346,1,1,120.4,0,134,1,1,1,0,1,0,13.5,1,9773
1349,19,19,139.9,0,133.1,1,19,1,0,1,0,12.83333333,1,9085
1350,1,1,133.3,0,142,0,1,1,0,1,0,0,1,171
1351,19,19,126,0,141,0,1,1,0,1,0,15.65714286,1,9500
1352,1,19,133.5,0,145,0,1,0,0,1,0,11.33333333,1,9070
1353,38,19,127.9,0,145,0,1,1,0,1,0,0,0,9853
1356,34,37,102.5,0,140,0,1,0,0,1,0,0,0,9773
1357,19,1,97,0,133.1,0,19,0,1,0,1,0,0,9254
1358,1,1,134.7,0,128,0,1,0,0,0,1,0,0,171
1359,19,37,113.8,0,120,0,1,0,0,0,1,0,0,9119
1360,3,1,116.9,0,120,0,1,0,0,1,1,0,0,9119
1361,37,38,124,0,139,1,1,1,0,1,1,13.33142857,1,9500
1362,38,38,117.5,0,139.3,0,1,0,0,1,1,0,0,9070
1363,19,1,154.8,0,150,0,39,1,0,1,1,0,1,171
1364,19,37,141,0,138,0,1,0,0,1,1,13.7,1,9500
1365,6,22,120,0,133.1,0,9,0,1,0,1,0,0,9670
1366,1,19,133.6,0,136,0,1,1,0,1,1,13.875,0,9119
1367,38,38,122,0,134,0,1,1,0,1,1,12.2,1,9500
1368,19,19,120,0,140,0,1,1,0,1,1,11,0,9147
1369,1,19,114.2,0,110,1,42,0,0,1,1,12.85714286,1,9670
1370,38,37,95.5,0,133.1,0,38,0,0,1,1,14,1,8014
1371,1,1,120,0,129,0,1,0,0,1,1,15.02857143,1,9500
1372,1,19,111.1,0,116,0,1,0,0,1,1,11.71428571,1,9238
1373,1,38,128.6,0,130,0,1,1,0,1,1,12.4,1,9773
1374,1,37,130,0,130,0,3,0,0,0,1,11.33333333,0,9556
1375,38,1,111.1,0,116,0,1,0,0,1,1,0,0,171
1377,37,19,134.4,0,147,1,1,1,0,1,1,0,1,171
1378,19,37,131,0,117,0,1,1,1,0,1,0,0,9070
1379,1,1,125,0,141,0,1,0,0,1,1,0,0,9238
1380,3,19,106,0,133.1,0,1,1,0,1,1,12.58333333,1,9556
1381,38,19,128,0,133.1,0,1,1,0,0,1,0,0,9500
1382,1,19,120,0,120,0,3,1,0,1,1,11.07692308,1,9003
1383,19,38,134.8,0,148,0,1,1,0,1,1,13.35,1,9500
1384,1,1,112,0,130,1,1,1,0,1,1,16,1,9070
1385,19,37,116.1,0,120,0,1,1,0,1,1,0,0,9130
1386,2,3,120,0,120,0,1,1,0,0,1,0,0,9130
1387,37,37,119.7,0,133,0,1,1,0,1,1,11.83333333,1,9147
1388,37,13,117.1,0,129,0,1,1,0,1,1,0,0,9119
1390,1,1,131,0,140,1,1,1,0,1,0,13.88125,1,9500
1391,3,19,130.9,0,127,0,1,1,0,1,0,12.6,1,9254
1392,19,19,134.9,0,131,0,1,1,1,1,0,0,0,171
1393,1,19,127.1,0,132,0,1,1,0,1,0,13.66666667,1,9238
1394,38,38,110.2,0,113,0,1,1,1,1,0,12.5,1,9773
1395,12,1,108.7,0,115,1,1,1,0,1,0,11.33333333,1,9254
1397,12,37,147.7,0,150,1,39,0,1,1,0,13.77777778,1,9070
1398,37,38,123,0,133.1,0,19,0,0,1,0,12.22857143,1,9556
1399,19,19,142.8,0,141,1,1,0,0,1,0,14.14285714,1,9853
1401,38,38,125.2,0,136,1,1,1,0,1,0,12.4,1,9254
1402,12,1,141.8,0,140,0,1,0,0,1,0,13.8,1,9085
1403,38,1,130.6,0,143,1,1,1,0,1,0,15.06875,1,9500
1404,2,37,130,0,130,0,39,0,1,0,1,0,0,9147
1405,1,3,100,0,133.1,0,1,0,1,1,1,0,0,9119
1406,38,37,119,0,129,1,1,1,0,1,0,12.34285714,1,9500
1408,11,34,122.2,0,118,0,1,1,0,1,0,11,0,9254
1409,38,1,150,0,150,0,1,0,0,1,1,11.6,1,9147
1410,37,37,135.5,0,133.1,0,19,0,0,1,0,0,0,8014
1411,19,37,127.3,0,122,1,1,1,0,1,0,12,1,9238
1412,37,37,127,0,127,0,1,1,0,1,1,11.7,1,9670
1414,19,1,127.5,0,131,0,1,1,0,1,0,14.5125,1,9500
1415,19,19,122,0,130,0,1,0,0,1,0,12.33333333,1,9085
1416,19,19,115.8,0,130,0,1,0,0,0,0,0,0,9085
1417,3,19,121.6,0,130,0,1,0,0,1,0,13.6,1,9670
1418,19,19,116.4,0,122,1,1,1,1,1,0,11.8,1,9147
1419,38,38,120,0,114,0,1,0,0,1,0,12.83333333,0,9130
1420,37,37,127.3,0,143,0,1,1,0,1,0,11.4,0,9853
1422,19,38,125.6,0,141,1,1,1,0,1,0,11.83333333,1,9238
1423,38,38,118.5,0,129,0,1,1,0,1,0,11.5,1,9254
1425,19,19,134.6,0,137,1,1,1,0,1,0,0,1,171
1426,4,4,140,0,140,0,1,0,0,1,0,11.5,1,9085
1429,19,38,117.9,0,120,1,1,1,0,1,0,12.83333333,1,9773
